store_id,user_id,grade,detail
136,169,4.0,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
33,59,3.8,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
21,57,1.1,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
68,196,4.7,Quisque id justo sit amet sapien dignissim vestibulum.
5,118,3.1,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
168,44,4.3,In quis justo. Maecenas rhoncus aliquam lacus.
3,72,1.9,In sagittis dui vel nisl. Duis ac nibh.
113,15,2.8,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
130,68,4.5,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
137,135,3.4,Ut tellus.
110,94,2.7,Donec semper sapien a libero.
49,80,1.1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.
10,75,3.5,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
149,70,3.4,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
46,57,2.0,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
129,177,1.0,Curabitur at ipsum ac tellus semper interdum.
87,151,4.1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
13,188,1.8,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
145,25,2.0,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
162,9,1.4,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
131,103,1.5,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
104,93,2.2,Etiam faucibus cursus urna.
91,109,4.0,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
107,139,1.9,Fusce posuere felis sed lacus.
21,59,4.2,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
140,176,1.2,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
11,25,1.8,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
73,90,2.8,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
138,59,2.4,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
15,175,1.2,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
6,13,3.4,Phasellus in felis. Donec semper sapien a libero. Nam dui.
24,24,3.8,Nulla mollis molestie lorem.
37,24,3.7,Donec dapibus. Duis at velit eu est congue elementum.
82,76,1.1,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
109,167,2.3,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
173,22,1.1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
66,157,1.9,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.
46,72,4.0,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
142,47,4.8,Aliquam erat volutpat.
165,20,1.9,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
10,88,1.8,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
47,129,2.0,Maecenas rhoncus aliquam lacus.
92,117,1.6,Phasellus in felis. Donec semper sapien a libero. Nam dui.
56,155,2.3,Proin at turpis a pede posuere nonummy. Integer non velit.
29,64,1.8,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
47,123,1.7,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
26,52,3.8,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
66,187,1.9,Cras non velit nec nisi vulputate nonummy.
165,103,3.7,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
101,150,1.6,Ut at dolor quis odio consequat varius.
85,148,2.7,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
97,137,4.2,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
72,184,4.9,Sed vel enim sit amet nunc viverra dapibus.
24,18,1.1,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
135,168,2.7,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
121,88,4.7,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
4,110,4.0,Vivamus tortor.
6,183,2.8,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
49,90,3.7,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
112,168,1.1,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
71,66,1.5,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
163,134,4.1,Pellentesque ultrices mattis odio.
27,79,4.1,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
58,25,2.6,Morbi a ipsum. Integer a nibh. In quis justo.
159,163,3.5,In hac habitasse platea dictumst.
87,69,4.9,Etiam vel augue.
99,76,1.2,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
47,22,4.5,Sed accumsan felis. Ut at dolor quis odio consequat varius.
107,17,1.3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
33,56,2.5,Quisque porta volutpat erat.
148,126,3.4,Proin at turpis a pede posuere nonummy. Integer non velit.
26,95,2.2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
88,123,1.5,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
33,44,3.7,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
153,112,1.7,Quisque porta volutpat erat.
41,179,1.5,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
76,106,1.0,Maecenas ut massa quis augue luctus tincidunt.
158,120,1.9,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
61,171,1.9,Duis bibendum. Morbi non quam nec dui luctus rutrum.
142,155,4.4,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
22,2,4.2,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
83,17,2.6,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
120,96,4.1,Curabitur at ipsum ac tellus semper interdum.
68,173,2.4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
21,38,1.5,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
61,21,3.3,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
130,150,1.8,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
59,37,3.8,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
150,150,2.9,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
167,192,4.3,Aenean sit amet justo. Morbi ut odio.
89,113,2.4,Nunc purus. Phasellus in felis.
171,129,4.1,Praesent blandit.
22,171,4.5,Nunc purus. Phasellus in felis.
155,62,2.4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
91,18,4.2,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
120,41,4.4,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
90,76,3.4,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
9,164,1.2,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
84,163,4.7,Pellentesque viverra pede ac diam.
9,11,3.1,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
71,27,2.3,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
75,172,1.5,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
16,68,4.8,Vestibulum rutrum rutrum neque.
60,12,1.6,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
173,107,3.8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
81,57,1.8,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
103,11,2.8,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
140,37,3.9,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
153,1,2.2,Maecenas ut massa quis augue luctus tincidunt.
74,31,2.5,Donec quis orci eget orci vehicula condimentum.
21,139,1.6,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
27,61,4.3,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
53,146,1.3,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
70,149,1.4,Integer non velit.
94,91,3.8,Morbi porttitor lorem id ligula.
73,15,3.2,Nulla tempus.
76,45,3.3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
91,76,1.4,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
49,122,4.8,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
11,71,4.7,Sed ante.
86,167,2.8,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
42,49,2.4,Pellentesque eget nunc.
33,171,3.0,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
101,163,1.1,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
97,147,4.9,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
77,94,4.8,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
89,25,3.7,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
130,52,3.2,Suspendisse accumsan tortor quis turpis.
103,109,2.3,Etiam vel augue. Vestibulum rutrum rutrum neque.
49,29,4.3,In quis justo. Maecenas rhoncus aliquam lacus.
27,137,4.1,Nulla mollis molestie lorem.
120,199,2.1,Aenean auctor gravida sem.
98,139,4.8,Nunc rhoncus dui vel sem. Sed sagittis.
31,9,1.9,Nunc rhoncus dui vel sem. Sed sagittis.
22,161,2.1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
139,191,3.5,Suspendisse potenti. In eleifend quam a odio.
111,22,2.0,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
136,45,2.2,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
9,55,3.9,Integer ac leo. Pellentesque ultrices mattis odio.
17,107,3.8,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
128,122,3.8,Nam dui.
15,189,2.2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
16,125,2.6,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
50,94,2.5,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
84,139,4.8,Suspendisse potenti.
58,52,1.4,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
39,32,3.1,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
17,104,1.4,Etiam justo.
117,69,1.0,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
157,162,4.6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
121,21,1.9,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
21,194,3.4,Curabitur at ipsum ac tellus semper interdum.
22,87,3.3,Duis at velit eu est congue elementum.
41,130,3.1,Phasellus sit amet erat. Nulla tempus.
52,181,1.8,Suspendisse potenti.
33,197,2.8,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
47,125,1.2,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
45,9,3.5,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
16,48,2.5,Sed vel enim sit amet nunc viverra dapibus.
153,101,3.9,Nullam molestie nibh in lectus.
81,191,1.7,Sed accumsan felis.
69,142,2.9,Integer a nibh. In quis justo.
15,123,3.4,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
124,158,3.6,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
141,166,4.4,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
60,30,3.9,Curabitur at ipsum ac tellus semper interdum.
43,189,5.0,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
130,154,3.3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
69,85,2.4,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
91,145,1.5,Phasellus sit amet erat.
106,101,4.7,Quisque id justo sit amet sapien dignissim vestibulum.
41,126,4.0,Proin at turpis a pede posuere nonummy.
139,119,2.8,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
141,6,3.4,Morbi porttitor lorem id ligula.
86,182,4.1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
127,154,2.5,Aliquam erat volutpat. In congue.
144,111,1.0,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
113,163,3.2,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
141,58,4.8,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
157,145,3.4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
146,116,4.8,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
156,81,1.6,Nullam molestie nibh in lectus.
121,30,1.8,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
61,41,3.6,Maecenas pulvinar lobortis est. Phasellus sit amet erat.
13,170,3.1,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
84,27,4.2,Morbi a ipsum.
49,159,2.7,In blandit ultrices enim.
133,16,1.0,Curabitur at ipsum ac tellus semper interdum.
157,25,1.8,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
114,165,4.2,In quis justo.
53,115,2.3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
41,147,3.0,Pellentesque ultrices mattis odio. Donec vitae nisi.
12,47,2.5,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
7,145,2.6,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
85,26,3.8,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
107,103,3.2,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
88,57,1.9,Vivamus in felis eu sapien cursus vestibulum.
6,75,2.7,Aliquam erat volutpat. In congue. Etiam justo.
135,54,4.3,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
128,85,4.6,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
153,63,3.3,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
103,126,2.6,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
162,116,2.5,Integer tincidunt ante vel ipsum.
44,199,3.5,Aliquam quis turpis eget elit sodales scelerisque.
64,31,3.9,Quisque ut erat. Curabitur gravida nisi at nibh.
171,9,2.3,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
118,182,1.8,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
35,42,1.4,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
71,188,2.7,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
65,11,2.4,Duis consequat dui nec nisi volutpat eleifend.
55,97,4.3,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
114,35,3.3,Aenean fermentum.
69,186,3.0,Aliquam non mauris. Morbi non lectus.
74,143,4.9,Quisque id justo sit amet sapien dignissim vestibulum.
88,98,1.0,Nulla tellus. In sagittis dui vel nisl.
96,34,4.7,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
49,120,3.4,Proin at turpis a pede posuere nonummy. Integer non velit.
146,121,2.4,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
57,184,3.6,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
92,200,4.5,Aliquam non mauris.
63,30,2.1,Donec quis orci eget orci vehicula condimentum.
81,114,1.9,Donec ut mauris eget massa tempor convallis.
17,71,5.0,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
51,85,3.4,Nunc rhoncus dui vel sem.
10,83,2.6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
81,133,3.8,Morbi non lectus.
71,177,2.3,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
38,177,2.4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
126,197,1.9,Nunc nisl.
97,37,4.3,Etiam pretium iaculis justo.
53,48,3.2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
143,50,1.2,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
159,68,4.2,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
171,174,3.9,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
153,132,2.5,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
59,158,2.3,Etiam justo.
117,141,1.8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
113,120,2.5,In hac habitasse platea dictumst.
109,83,4.5,Nullam molestie nibh in lectus.
167,179,1.5,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
5,64,4.0,Quisque ut erat.
37,170,1.6,Morbi non quam nec dui luctus rutrum. Nulla tellus.
88,62,3.2,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
46,134,2.7,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
3,81,3.7,Phasellus sit amet erat.
156,99,1.1,Morbi vel lectus in quam fringilla rhoncus.
49,1,2.0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
132,68,4.5,Proin eu mi.
124,200,2.5,Pellentesque ultrices mattis odio. Donec vitae nisi.
96,78,4.7,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
52,17,3.2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
109,191,2.3,Praesent blandit lacinia erat.
121,29,4.1,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
144,142,3.8,Etiam faucibus cursus urna.
166,148,1.6,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
109,50,4.7,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
37,150,2.6,Praesent id massa id nisl venenatis lacinia.
112,192,2.0,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
9,134,1.4,Donec dapibus.
168,149,4.4,Nulla tempus.
118,22,1.3,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
102,177,4.9,Morbi quis tortor id nulla ultrices aliquet.
90,80,1.4,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
37,157,4.2,In sagittis dui vel nisl. Duis ac nibh.
115,14,1.9,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
36,39,4.4,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
55,100,2.3,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
164,180,1.8,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
157,81,3.8,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
118,102,2.4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
136,53,4.8,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
22,185,1.8,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
9,146,1.5,Duis ac nibh.
102,168,1.6,Etiam vel augue. Vestibulum rutrum rutrum neque.
47,33,3.9,Vivamus tortor.
30,74,2.4,Fusce consequat. Nulla nisl.
5,120,2.0,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
8,176,2.0,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
159,57,4.3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
68,158,2.4,Ut at dolor quis odio consequat varius. Integer ac leo.
93,37,4.7,Morbi a ipsum. Integer a nibh. In quis justo.
139,141,3.0,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
42,138,2.6,Curabitur in libero ut massa volutpat convallis.
89,121,3.5,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
30,164,3.6,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
114,156,3.4,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
127,91,1.6,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
59,10,2.9,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
41,34,3.6,In sagittis dui vel nisl. Duis ac nibh.
